username,tanggal,tweet,sentimen
raratitihhh,3/7/2022 4:02,vaksin covid 198 maret 2022 astrazeneca dosis 123by pusk sempaja alamat terterapusk loa bakung pfizer dosis 123 pusk sidomulyo pfizer dosis 23az dosis 12310 maret 2022 kantor kel sambut,netral
geezz98,3/7/2022 4:01,habis kena covid langsung vaksinbooster cipeng,netral
rtm_swk,3/7/2022 4:01,daftar anak vaksinasi covid 19 rara jom lindung keluarga covid 19 pemberitahuan vaksin kanak layar klik edisi penuh,netral
rtm_swk,3/7/2022 4:01,ambil dosis booster vaksin covid 19 ada ragu dosis booster covid 19 dapat peti emajalah myhealth edisi mac 2022 klik,netral
darinagani,3/7/2022 4:01,anak 5 vaksin trauma kena covid risau my son,netral
Rais56482946,3/7/2022 3:54,ayo segera vaksinasi gilir vaksin lindung tubuh kurang resiko sakit parah mati akibat covid 19 informasi kait covid 19 kunjung situs resmi cepat vaksin kkpa ccelerate,netral
HelenaBera6,3/7/2022 3:52,yuk laku vaksinasi covid 19 moderna rsud budhi asih daftar online link jadwal vaksin moderna rsud budhi asih rabu jumat pukul 1100 pukul 1300,netral
agendadaily,3/7/2022 3:50,6773 juta dosis vaksin covid 19 februari 2021,netral
RECOVERADIO,3/7/2022 3:46,192 juta duduk indonesia sunti vaksin covid 19,netral
FitRadioBandung,3/7/2022 3:46,kemenkes umum cakup vaksinasi covid 19 dosis lampau 70 total target sasar catat 1465 juta duduk terima vaksinkedua cepat gelombang omicron ini tetap aman tetap bugar umur hidup,positif
BernamaTV,3/7/2022 3:45,184 kes kategori lapor 55 kes vaksin lengkap vaksinasi 85 kes terima dosis vaksin covid 19 terima dosis booster 44 kes terima dosis booster,netral
gufranlazuardi,3/7/2022 3:44,vaksin covid flu babi,negatif
21BeritaTerkini,3/7/2022 3:42,puncak covid lampau kepala bin ingat vaksin gencar,positif
Rakyat_Merdeka9,3/7/2022 3:41,top news koran rakyat merdeka bin geber vaksinasi lawan corona istirahat booster vaksin vaksinasi omicron omicron virus omicron varian corona coronavirus covid 19 covid rakyat merdeka rmid,netral
Rakyat_Merdeka9,3/7/2022 3:41,top news koran rakyat merdekaroadmap disiapin transisi endemi sabar ya booster vaksin vaksinasi omicron omicron virus omicron varian corona coronavirus covid 19 covid rakyat merdeka rmid,netral
Rakyat_Merdeka9,3/7/2022 3:40,omicron picu kejut lhobooster vaksin vaksinasi omicron omicron virus omicron varian corona coronavirus covid 19 covid rakyat merdeka rmid,netral
Rakyat_Merdeka9,3/7/2022 3:40,top news koran rakyat merdeka bal bebas karantina ppln ini eks direktur who asia tenggara booster vaksin vaksinasi omicron omicron virus omicron varian corona coronavirus covid 19 covid rakyat merdeka rmid,netral
Rakyat_Merdeka9,3/7/2022 3:40,batas buka vaksin penuh warga malaysia raya idul fitri malaysia vaksin vaksinasi omicron omicron virus omicron varian corona coronavirus covid 19 covid rakyat merdeka rmid,netral
Novelanii,3/7/2022 3:40,vaksin covid pilih perintah uji jamin aman indonesia disiplin protokol sehat,positif
SumandoGaek,3/7/2022 3:39,vaksin covid resiko banyak milih diem takut bayar,negatif
PklHumas,3/7/2022 3:37,giat bhabinkamtibmas camat pematang jaya polsek pangkal susu brigadir rico surya ardana d sh laksana giat monitoring vaksin masal masyarakat puskesmas pematang jaya masyarakat cegah sebar covid 19,positif
ONation45,3/7/2022 3:35,satgas covid 19 gencar vaksin protokol sehat indonesia peduli protokol sehat,positif
PKuburaya,3/7/2022 3:26,layan suntik tahan hadap vaksinasi covid 19 dinas sehat kabupaten kubu raya dosis 1 2 booster vaksin anak buka masyarakat indonesia,netral
ISMAweb_net,3/7/2022 3:23,15 juta populasi dewasa negara terima dosis galak serama 15017166 individu dewasa terima dosis booster covid 19 takat malam bagi populasi kanak usia 5 11 1026732 individu terima dosis vaksin covid 19,netral
CEOfficialID,3/7/2022 3:21,puncak covid lampau kepala bin ingat vaksin gencar,positif
protecthealthco,3/7/2022 3:20,takat 974 populasi dewasa lengkap vaksinasi mereka malaysia sekarang mnow mnow news malaysia covid vaksinbooster vaksin untuk anak,netral
JohnpiterT,3/7/2022 3:20,vaksin covid juga ambil enzim babi maka pelihara terna babi china yang pelihara babi sangat banyak demi buat vaksin corona,negatif
Citra7kirana,3/7/2022 3:19,luhut ancam orang ajak tolak vaksin covid 19 indonesia disiplin protokol sehat,positif
Tribun_Solo,3/7/2022 3:19,viral siswa sampai dengan tahan hadap tahan hadap suntik vaksin covid 19 kadinkes banten fakta solo,netral
HumasPoldaRiau,3/7/2022 3:19,ayo bantu lansia usia 60 atas vaksin covid 19,positif
GembrotKucing,3/7/2022 3:19,indonesia disiplin protokol sehat satgas covid 19 gencar vaksin protokol sehat,positif
NurdinPurnomo2,3/7/2022 3:17,luhut ancam orang ajak tolak vaksin covid 19 tanggung tinggal indonesia disiplin protokol sehat,positif
fahrian26097889,3/7/2022 3:12,orang ajak tolak vaksin covid 19 tanggung jawab indonesia disiplin protokol sehat,positif
RakyatJambi4,3/7/2022 3:12,19 satgas covid 19 gencar vaksin protokol sehat indonesia disiplin protokol sehat,positif
NkriBuzzer,3/7/2022 3:10,8 satgas covid 19 gencar vaksin protokol sehat indonesia disiplin protokol sehat,positif
ZonaNyamaninAja,3/7/2022 3:06,syamsuar yakin masyarakat lansia vaksin covid 19 aman sakit serta indonesia disiplin protokol sehat,positif
ridhorirzky,3/7/2022 3:03,mari vaksin vaksin disiplin protokol sehat bukti kurang tingkat parah covid,positif
YudhaPr22984673,3/7/2022 3:02,ayo vaksin pandemi mari patuh protokol sehat mari lawan covid 19 patuh protokol sehat covid 19 lawan covid 19 corona protokol sehat polres mojokerto kota humas polres mojokerto kota,positif
meylitaaprilia1,3/7/2022 2:59,satgas covid 19 tingkat vaksinasi terap protokol sehat indonesia disiplin protokol sehat,positif
gerakanHangat,3/7/2022 2:58,vaksin aman halal lawan covid 19 indonesia disiplin protokol sehat,positif
chirping_magpie,3/7/2022 2:55,ya prediksi awal padahal vaksin lengkap prokes disiplin laku bersih pasti nyata covid serang piy jal,netral
MirandaGeiys,3/7/2022 2:55,ayoo berani vaksin lawan covid 19 indonesia disiplin protokol sehat,positif
RiKaribo,3/7/2022 2:50,vaksin lindung anak ikut didik tatap muka lindung covid 19 indonesia disiplin protokol sehat,positif
NurdinPurnomo2,3/7/2022 2:50,satgas covid 19 gencar vaksin protokol sehat indonesia disiplin protokol sehat,positif
MinC900,3/7/2022 2:49,waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman indonesia disiplin protokol sehat,positif
131withU,3/7/2022 2:48,gitu 3 kali vaksin 3 kali covid kuat,negatif
MuhammadMumu113,3/7/2022 2:46,192 juta duduk indonesia sunti vaksin covid 19,netral
pleekkkkkkk,3/7/2022 2:45,halo kak positif covid 19 vaksin 1 kali ambil polymerase chain reaction jadi peduli lindung hijau tunggu 10,netral
bharianmy,3/7/2022 2:42,bh nasional 289 atus populasi kanak terima dosis vaksin covid 19 endemik,netral
lampungpost_,3/7/2022 2:41,masyarakat indonesia suntik vaksin covid 19 dosis tambah total 147858311 orang terima vaksin lengkap minggu 6 maret 2022 vaksin vaksin covid 19 berita kini lampost co,netral
kompascom,3/7/2022 2:40,airlangga acara puncak lahir nahdlatul ulama harlah nahdlatul ulama ke99 wilayah barat indonesia,netral
UntungLimagar,3/7/2022 2:40,percaya berita palsu provokasi suara tolak vaksinasi covid 19 vaksin covid 19 pilih perintah uji jamin indonesia disiplin protokol sehat,positif
ppid_purwakarta,3/7/2022 2:37,sampurasun sobatnet istimewa jadwal vaksinasi covid 19 kabupaten purwakarta 7 maret 12 maret 2022 ayo vaksin diskominfo purwakarta makin digjaya purwakarta istimewa,positif
Indah05209372,3/7/2022 2:36,indonesia disiplin protokol sehat patuh protokol sehat,netral
Christi13494529,3/7/2022 2:36,luhut ancam orang ajak tolak vaksin covid 19 indonesia disiplin protokol sehat,positif
GimanPakcik,3/7/2022 2:36,waspada provokasi kelompok penting kait tolak vaksin vaksin covid jamin,netral
Christi13494529,3/7/2022 2:36,luhut ancam orang ajak tolak vaksin covid 19 tanggung tinggal indonesia disiplin protokol sehat,positif
covid_gugus,3/7/2022 2:35,vaksin merah putih suci halal indonesia disiplin protokol sehat,positif
covid_gugus,3/7/2022 2:34,hindar berita palsu fakta vaksin aman indonesia disiplin protokol sehat,positif
Rabia00785310,3/7/2022 2:31,luhut ancam orang ajak tolak vaksin covid 19indonesia disiplin protokol sehat,positif
ddgunone,3/7/2022 2:30,tentu vaksin covid 19 produksi pt biotis pharmaceuticals bekerjasama universitas airlangga hukum suci halal indonesia disiplin protokol sehat,positif
lordzuko77,3/7/2022 2:30,satgas covid 19 gencar vaksin protokol sehat,positif
beritamucoid,3/7/2022 2:27,jakarta 192 juta duduk indonesia sunti vaksin covid 19 dosis data satu tugas tangan covid 19 minggu,netral
Degisugi3,3/7/2022 2:27,waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman indonesia disiplin protokol sehat,positif
CindyKarson,3/7/2022 2:26,vaksin aman indonesia disiplin protokol sehat covid 19,positif
CEOfficialID,3/7/2022 2:25,viral bocah laki tahan hadap suntik vaksin covid 19 jarum tembus kulit,netral
aldhopriskap,3/7/2022 2:23,satgas covid 19 gencar vaksin protokol sehat indonesia disiplin protokol sehat,positif
Anastas41242901,3/7/2022 2:22,camat orang ajak tolak vaksin covid 19 indonesia disiplin protokol sehat,positif
Aisyah_Embul,3/7/2022 2:18,waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman indonesia disiplin protokol sehat,positif
bokutoomu_,3/7/2022 2:18,kena covid 19 enak omicron enih pls semua orang tinggal simpan ngerasain vaksinbooster gin bener bener karuan kali kena parah gejala,negatif
Sintia38708070,3/7/2022 2:18,waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman indonesia disiplin protokol sehat,positif
siboypasee,3/7/2022 2:16,indonesia disiplin protokol sehat tambah covid 19 3 minggu satu tugas satgas covid 19 kabupaten kulon progo galak vaksinasi terap protokol sehat protokol sehat,positif
SinarOnline,3/7/2022 2:13,kumulatif kini dosis vaksin program imunisasi covid 19 bangsa pilih 67731132,netral
Erouliismail,3/7/2022 2:13,menteri sehat malaysia menteri kesihatan malaysia vaksin coronavac kanak usia 5 11 program imunisasi covid 19 bangsa kanak vaksin untuk anak esok 7 mac,netral
ahikusuma,3/7/2022 2:11,dar admin vaksin covid 19 anak syarat ajar tatap muka kelas harap tempat anak vaksin ajar sekolah atur,netral
pkmsawangan_,3/7/2022 2:10,morning tweeps jadwal layan vaksinasi covid 19 rabu jumat uptd puskesmas sawangan yuk lengkap vaksin booster salam sehat semangat vaksinasi covid 19 vaksin covid 19 vaksinbooster pfizer sinovac astrazeneca,netral
Yanuarcandra7,3/7/2022 2:07,perintah bahaya masyarakat tuju vaksinasi tingkat kebal tubuh masyarakat virus corona varian covid 19 omicron vaksin aman anak hamil indonesia disiplin protokol sehat,positif
AgusPutri15,3/7/2022 2:06,satgas covid 19 gencar vaksin protokol sehat indonesia disiplin protokol sehat,positif
trenggalek,3/7/2022 2:06,trenggalek lumayan aman sebar omicron monggo kuat aman vaksin,positif
BKudok,3/7/2022 2:06,vaksin covid pilih perintah uji jamin aman indonesia disiplin protokol sehat,positif
JiwaSukri,3/7/2022 2:05,perintah pasti vaksin indonesia aman efektif cegah tular covid 19 indonesia disiplin protokol sehat,positif
JiwaSukri,3/7/2022 2:05,perintah pasti vaksin indonesia aman efektif cegah tular covid 19 2 indonesia disiplin protokol sehat,positif
JiwaSukri,3/7/2022 2:05,perintah pasti vaksin indonesia aman efektif cegah tular covid 19 4 indonesia disiplin protokol sehat,positif
JiwaSukri,3/7/2022 2:05,perintah pasti vaksin indonesia aman efektif cegah tular covid 19 3 indonesia disiplin protokol sehat,positif
HMonapa,3/7/2022 2:04,satgas covid 19 gencar vaksin protokol sehat indonesia disiplin protokol sehat djkajdkajkd,positif
syafrilnababan1,3/7/2022 2:03,satgas covid 19 gencar vaksin protokol sehat indonesia disiplin protokol sehat,positif
BojonegoroMato1,3/7/2022 2:01,indonesia disiplin protokol sehat waspada provokasi kelompok penting kait tolak vaksin vaksin covid pilih perintah uji jamin aman,positif
Cdric58694863,3/7/2022 2:00,alhamdulillah wa syukru lil bapak rumah sakit minggu rawat ruang isolasi rsud situbondo positif covid sempat khawatir usia sepuh diabetes jantung vaksin 2 kali rencana booster,positif
bharianmy,3/7/2022 1:59,bhdunia zhu tao ketua saintis keluar vaksin cansinobio dapat vaksin kuat kualitas perlu vaksin coronavirus covid 19,netral
pajiueo,3/7/2022 1:55,eh habis covid vaksin sii w vaksin,netral
bagong51698874,3/7/2022 1:53,indonesia disiplin protokol sehat,positif
exomalaysia_,3/7/2022 1:50,vaksin covid 19 15 juta populasi dewasa negara terima dosis booster,netral
crocuscream,3/7/2022 1:45,duh males ajak ngomong vaksin covid dan lain2,negatif
azkadotid,3/7/2022 1:41,konfirmasi aman suntik vaksin covid 19 hamil boleh penuh syarat ini,positif
Satpol_PP_Pati,3/7/2022 1:40,0632022 selamat pagi giat operasi yustisi terap ppkm level 3 laksana ya yuk taat protokol sehat putus sebar covid 19 dihimbau masyarakat laksana vaksin jateng linmas shmm,netral
humaspolreswk,3/7/2022 1:35,vaksinbooster positif covid 19 sumber,negatif
pmrtenom,3/7/2022 1:35,daftar anak vaksinasi covid 19 rara jom lindung keluarga covid 19 untuk pemberitahuan vaksin kanak layar sumber sehat menteri kesihatan malaysia,netral
Kiselwitxh_,3/7/2022 1:31,paham karena vaksin or booster gap 3 months kena covid,negatif
JarrFajarr_,3/7/2022 1:29,viral siswa sampai dengan tahan hadap tahan hadap suntik vaksin covid 19 kadinkes banten fakta,netral
Dee82659523,3/7/2022 1:27,alhamdulillah anak kena covid efek demam bentar flu batuk parah vaksin,netral
FardiantoFariz,3/7/2022 1:25,vaksinasi ulang data,netral
dewifor99,3/7/2022 1:23,vaksinasi covid 19 laksana senin kamis 7 10 maret 2022 0900 1100 aula lantai 5 rsu universitas muhammadiyah malang jenis vaksin dosis 12 usia 612 sinovacdosis 12 atas 12 pfizer booster pfizer,netral
Siessungong,3/7/2022 1:19,guna vaksin coronavac keluar sinovac kesan lindung kanak jangkit wabah covid 19 gus kurang masuk golong rumah sakit unit rawat rapi icu,netral
4nto37th,3/7/2022 1:19,anak badui bekal ilmu tahan hadap orang tua tugas covid sulit vaksin,netral
arifakib1,3/7/2022 1:18,kadar aefi sinovac rendah banding vaksin resiko covid 19 kanak2 rendah banding orang tua sakit kalang dewasa muda risiko aefi teknologi sinovac vaksin bayi kanak2 n reliable,netral
edisisiasatMYS,3/7/2022 1:17,pati vaksin sijil kesejahtraan jim malaysia covid vaksin hotel pawanratkomarwut,netral
KompasEkonomi,3/7/2022 1:16,tangan covid 19 airlangga nahdlatul ulama berani nyata vaksin halal aman,positif
pkmsawangan_,3/7/2022 1:13,layan vaksinasi covid 19 vaksin astrazeneca uptd puskesmas sawangan yuk vaksin dosis 1 2 3 rapat vaksinasi covid 19 astrazeneca vaksinbooster vaksin covid 19,netral
rtndwa,3/7/2022 1:07,jadwal lokasi vaksinasi covid 19 datang puskesmas mal lurah gerai vaksin polsek cek jadwal,netral
PPSDMPD,3/7/2022 1:05,kuat tekan sebar covid 19 yuk vaksin tegal protokol sehat protokol sehat covid 19 lawan covid 19,positif
PPSDMPD,3/7/2022 1:05,senang monday sobat pusbang darat ayo vaksin vaksinbooster vaksin tiga tingkat imunitas tubuh lawan virus corona langkah putus tular covid 19,positif
GodrilSolo,3/7/2022 0:54,orang pilih vaksin pergi kota supermarket belanja anak pjj sekolah putus mudah2an hidup normal 100 covid amin,positif
Humastrobkskota,3/7/2022 0:52,laksana giat vaksinasi covid 19 dosis 3 booster vaksin anak 6 sampai 11 lansia 2022 kec jatisampurna kota bekas,netral
Daus477161,3/7/2022 0:51,liya malu orang melaka ayat iniaku vaksin 3 dosa positif covid alhamdulillah nya sintom covid kena kuatada bagus vaksin benar ibu bapak percaya rukun iman 6 x,positif
KancilCungkring,3/7/2022 0:46,video anak suku badui viral lantar tahan hadap suntik vaksin covid 19 usut usut video berita palsu,netral
amirhimself,3/7/2022 0:44,bh hibur jangkit covid 19 usia 70 ramli sarip syukur lindung vaksin coronavirus covid 19,netral
jfgltm,3/7/2022 0:30,bayang rawat 3 juta orang indonesia obat gratis covid beli vaksin bantu sosial didik jadi jokowi hutang kaya keluarga,netral
Aditlasri3,3/7/2022 0:29,covid tiba tiba hilang covid atur politik mafia vaksin raih untung bohong rakyat begitu,negatif
obatbobo,3/7/2022 0:26,antri pintu masuk krl aku useless wasting banget vaksin 3 kali damai banget covid kayak deh buang ngantri maksud batas tumpang sebenernya ngantri dekat krl,negatif
JagoRinggo,3/7/2022 0:16,mari satu pulih nkri mari satu pulih nkri jumlah capai vaksinasi indonesia tembus 1478 juta masyarakat indonesia suntik vaksin covid 19 dosis tambah total 147858311 orang terima vaksin lengkap minggu 6 maret 2022,netral
JagoRinggo,3/7/2022 0:16,target vaksinasi remaja usia sementara perintah target 26705490 remaja usia 17 terima vaksin covid 19 mari satu pulih nkri,netral
tsur4r4_,3/7/2022 0:16,perintah target 265 juta anak usia 6 sampai 11 lindung vaksin covid 19 mari satu pulih nkri,netral
cilokbelokansmp,3/7/2022 0:15,salep gatal perih kasih salep lo sih lawan aku aku vaksin 2 kali covid 1 kali mari,netral
SekPurwanegara,3/7/2022 0:10,wajib vaksin ikhtiar hadap pandemi covid 19 wujud peduli ayo vaksin sesuai jadwal lur,positif
deeruslan,3/6/2022 23:56,en bunga cengkih fungsi hilang demam dengan baik covid fuck in demam marah anti vaksin orang konspirasi paling bunga cengkih tuhan smpai tidak mau vaksin cerita,netral
RadioElshinta,3/6/2022 23:30,192 juta duduk indonesia sunti vaksin covid 19,netral
ragasss1,3/6/2022 23:25,perintah target 265 juta anak usia 6 11 vaksin covid mari satu pulih nkri,netral
afterhourdrinks,3/6/2022 23:24,serius nanya sintas covid nunggu vaksinbooster,netral
SuluhSumatera,3/6/2022 23:23,6878 persen warga sumut terima sunti vaksin covid 19 dosis ii,netral
Argo00449750,3/6/2022 23:11,ciri2 qadrun odgj gt1 percaya dokter gila2 percaya gabener pembohong3 puja gabener korup4 sembah baliho kriminal5 percaya covid6 vaksin gratis ribut vaksin berbayar7 jadi kaum pecat sumber informasi8 stress dengar indonesia raya,negatif
tawaufm,3/6/2022 23:08,beri vaksinasi sinovac kanak 7hb mac 2022 rujuk catat ppv pilih halaman sawang,netral
DimensiChanyeol,3/6/2022 23:00,masyarakat indonesia suntik dosis vaksin covid 19 tambah mari satu pulih nkri,netral
yaqudus1,3/6/2022 23:00,perintah target 265 juta anak usia 6 11 lindung vaksin covid 19 luas cakup vaksinasi harap cepat bentuk kebal kelompok kelompok imunitasn mari satu pulih nkri,netral
Lubis54334422,3/6/2022 23:00,alhamdulillah masyarakat indonesia suntik vaksin covid 19 dosis tingkat mari satu pulih nkri,netral
Resitabigwin,3/6/2022 23:00,perintah target 26705490 remaja usia 12 17 terima vaksin covid 19 mari satu pulih nkri,netral
BebiCocomelon,3/6/2022 23:00,perintah target 265 juta anak usia 6 11 lindung vaksin covid 19 mari satu pulih nkri,netral
antonyh30296559,3/6/2022 23:00,vaksinasi lansia capai 12 juta dosis progres vaksinasi covid 19 usia cepat 12046742 lansia terima vaksin dosis lengkap mari satu pulih nkri,netral
kainsifon,3/6/2022 23:00,perintah target 265 juta anak 6 11 lindung vaksin covid 19 mari satu pulih nkri lab xbs,netral
starlal69097653,3/6/2022 23:00,perintah target 26705490 remaja usia 12 17 terima vaksin covid 19 7662 persen tuntas vaksinasi mari satu pulih nkri,netral
sepaturodaku,3/6/2022 23:00,masyarakat indonesia suntik vaksin covid 19 dosis tambah mari satu pulih nkri,netral
BerikKloningan2,3/6/2022 22:57,norwegia tanggal 12 febr 2022 hapus batas qr code wajib masker paspor vaksin kasus infeksi covid turun 42 narasi pandemik tumbang,netral
bianca726484368,3/6/2022 21:15,biar dagang vaksin polymerase chain reaction test peduli lindung laku biar dengar gawat pilpres tunda maaf moga segera breaking news erick thohir positif covid 19 jokowi makin diktator,negatif
voidotid,3/6/2022 20:12,beri vaksin covid 19 sunti,netral
bernardwee13,3/6/2022 19:42,ristianto vaksin covid 19 efek samping orang bodoh imun alami bagus imun asal asi bagus susu formula 1970an nestle bunuh ribu bayi negara kembang susu formula,negatif
fikrihxkim,3/6/2022 18:39,obat ivermectin sembuh covid vaksin sembuh covid vaksin imunekan covid ko paham paham,netral
BantenNews_coid,3/6/2022 18:02,viral anak suku badui mempan suntik vaksin covid 19,netral
Rendy68670236,3/6/2022 17:48,ayo warga indonesia segara vaksin supaya hindar covid 19 indonesia sehat,positif
TessaBunengneng,3/6/2022 17:32,sehat putus mata rantai sebar covid 19 ayo vaksin badan sehat,positif
Jaroy27076874,3/6/2022 17:25,takut vaksin segara vaksin sehat hindar covid 19,netral
Raihann29705843,3/6/2022 17:22,jaga sehat vaksin cegah covid 19 badan sehat,positif
Barangkali_81,3/6/2022 17:19,heryanto invasi ukraina rencana om aneksasi krimea masalah negri isu negara covid vaksin inflasi kalau ham sih tradis,negatif
info_RI,3/6/2022 17:18,covid paham kerja vaksin suntik muncul efek samping lepas khawatir vaksin covid efek samping jam minggu vaksin terima tubuh,netral
jempol_kuh,3/6/2022 17:14,orang takut video wuhan sebar berita palsu sungai gangga lengan leceh vaksin covid kali alas ikhtiar pantes ngomongin perang,netral
penunggutakor,3/6/2022 16:58,kesan nantangin tekan covid vaksin,positif
aliahbwabwa,3/6/2022 16:54,scientist teliti ilmu barangkali pakai vaksin covid,netral
cyrawords,3/6/2022 16:47,vaksin untuk anak 970000 populasi kanak malaysia terima vaksin covid 19,netral
galuh12000,3/6/2022 16:43,dengar isu berita palsu luar vaksin sehat tubuh daya imun kuat hindar covid 19,netral
Sherin_Tiara,3/6/2022 16:39,lapor temu berita palsu putar vaksin covid 19 jumat 432022 470 temu berita palsu sebar media sosial sebar capai 2661 konten,netral
DefRicad,3/6/2022 16:38,trs pihak si lawak lawak berhala gitu lebih baik urus covid aj dokter jual vaksin merdeka merdeka,negatif
DindaNatasha15,3/6/2022 16:35,perintah pasti vaksin covid 19 bukti aman uji indonesia disiplin protokol sehat,positif
Sherin_Tiara,3/6/2022 16:34,berita palsu vaksin covid 19 banyak kominfo turun 2659 konten media sosial masyarakat bijak ya bermedsos,netral
KaulAP1,3/6/2022 16:25,covid 19 vaksin kadaluarsa akhir berapa sebab limbah vaksin kemas rusak kadaluarsa suhu,negatif
taishan_dtrt,3/6/2022 16:16,perintah indonesia tetap vaksinasi covid 19 dosis tiga vaksinbooster 12 januari 2022 masyarakat indonesia oleh vaksinbooster sahabat sehat masuk terima info sehat taishan covid,netral
Sambern86576955,3/6/2022 16:08,ristianto bayi2 kampung kenal nama vaksin flu tidak tinggal gara sakit flu terus sama vaksin flu covid vaksin covid trial error karakter virus blm paham kenapa mau bikin tangkal,negatif
hsn19,3/6/2022 16:04,vaksin heran kena covid,negatif
99dotco_ID,3/6/2022 16:00,tandang ulas yuk rumah jubir vaksin covid 19 wara wiri di layar kaca siti nadia tarmizi blog99 indonesia nico design 99 indonesia,netral
donkardono,3/6/2022 15:52,106 miliar dosis vaksin covid 19 dunia target vaksinasi 70 persen juni juli 2022 perang vs pandemi kalah serius perang ukraine russia who covid 19 covid,netral
Syahsribm,3/6/2022 15:52,baru nilai resiko rki kait covid 19 wajib vaksin bijak 2g3g laku,netral
indeksncom,3/6/2022 15:21,ratus vaksin covid 19 kadaluarsa simpan di bengkulu,negatif
nurulshazwanny,3/6/2022 15:21,simpul alam musim covid kena hati hati virus cepat rebak kena bijak ambil vaksin booster selamat keluarga kawan orang keliling dasar lengkap vaksin booster selamat,positif
RezaFrandika4,3/6/2022 15:20,satgas covid 19 gencar vaksin protokol sehat indonesia disiplin protokol sehat,positif
pahang_media,3/6/2022 15:19,maklum kini catat klinik swasta gp hubung temu janji vaksin covid 19 kanak 5 12,netral
Rifki91025447,3/6/2022 15:17,senang dengar masyarakat tenang aku vaksin 3 biar aman covid vaksin vaksin guys,positif
Dedi_swo,3/6/2022 15:01,vaksin vaksin vaksin guys biar hindar wabah covid 19,positif
lpbulukumba,3/6/2022 14:39,kadiv masyarakat kemenkumham sulsel edi kurniadi rangka cegah covid 19 24 lapas rutan lpk sulsel vaksinasi capai 9838 persen 10997 warga bina masyarakat vaksin ri sulsel kumham pasti kumham sulsel,positif
StopPlandemit,3/6/2022 14:34,ampuh hajar covid efek vaksin madu purba hitam super cuti murni asli,netral
republikaonline,3/6/2022 14:27,ribu dosis vaksin pakai distribusi oku februari 2022,netral
radarbangsa_com,3/6/2022 14:27,warga ri terima vaksin covid 19 dosis capai 147 85 juta orang,netral
sueryhani,3/6/2022 14:14,alami booster bantu stage bahaya boostervaksin ambil lambat tinggal simpan teman covid real,netral
Karmila155,3/6/2022 14:14,wow indonesia sinyal positif pusat produksi vaksin covid 19 asia tenggara sinergitas menteri bumn menteri sehat dan menteri negeri kunci percaya who dengan merdeka daulat,positif
AD3NT_,3/6/2022 14:05,rhi covid vaksin sampai rambut rontok,negatif
liputan6dotcom,3/6/2022 14:04,sebar berita palsu putar vaksin covid 19 medsos sentuh 2663 simak rinciannya,netral
CWHomespa,3/6/2022 14:03,siksa kena covid karena sakit tenggorok sakit kepala bayang 3 kali vaksin turun kena anak baby orang tanggung sakit,negatif
voidotid,3/6/2022 13:56,menteri sehat target laksana vaksinasi primer vaksinasi dosis selesai maret 2022,netral
nenatash4,3/6/2022 13:54,lelah sia covid cer bayang ko vaksin ish ish ish,negatif
Sagarmatha08,3/6/2022 13:54,vaksin bayi 2 pakai booster segala kenapa covid hebat mutasi jilid jilid virus bodoh,negatif
dsangg377,3/6/2022 13:52,negara ubah status pandemi covid endemi laku batas ketat putus dasar data vaksin tingkat parah sembuh,netral
siapasayaniye,3/6/2022 13:52,cakap vaksin orang aktif haihh vaksin efek kena covid efek cepat semput tidak nyaman jaga kena covid,negatif
PEMKOT_SOLO,3/6/2022 13:51,vaksinbooster proteksi resiko buruk covid 19 terap protokol sehat lengah vaksin protokol sehat kunci putus sebar covid 19 langkah lindung keluarga lingkung,positif
AmelLianst,3/6/2022 13:51,ayo booster vaksin covid 19 indonesia disiplin protokol sehat,positif
azkadotid,3/6/2022 13:50,cuan vaksin covid 19,negatif
araaizz,3/6/2022 13:42,vaksin covid orang kait 5g,netral
tehtaluagulmer,3/6/2022 13:41,cuan vaksin covid 19,negatif
Yandevilito79,3/6/2022 13:38,ristianto alhamadulillah vaksin covid juga dan kesini putus vaksin covid,positif
HerliansyahMas1,3/6/2022 13:35,18jt jamin negatif wahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha sedih aku variasi 18jt 13jt 275rbx2 pantes covid kelar vaksin ambil sinovac trus negeri gin pandemi sangat,negatif
IDCorner,3/6/2022 13:31,cuan vaksin covid 19 idcorner,negatif
Beritasatu,3/6/2022 13:18,data terima vaksin covid 19 6 maret 2022,netral
KominfoPemalang,3/6/2022 13:17,capai vaksin covid 19 kabpemalang 5 maret 2022 dasar pcare,netral
pikobar_jabar,3/6/2022 13:16,informasi kait covid 19 kunjung situs resmi tangan covid 19 pulih ekonomi nasional informasi vaksin covid 19 sedia sumber idpi kobar piko kampanye jabar juara ridwan kamil,netral
jabardigital,3/6/2022 13:13,informasi kait covid 19 kunjung situs resmi tangan covid 19 pulih ekonomi nasional informasi vaksin covid 19 sedia,netral
kodok_007,3/6/2022 13:09,covid 19 atas pakai doa doa semprot spirtus semprot bensin hijau minum taurine minum rebus daun pandan vaksin vaksin,negatif
